feature_value,shap_value
32.0,0.0006119358
22.0,-0.034080427
58.0,0.17870916
13.0,-0.06711801
24.0,-0.19465224
12.0,0.025480103
17.0,0.033551645
31.0,0.01574308
22.0,-0.114888325
18.0,0.39882734
14.0,-0.20712209
17.0,-0.123923585
17.0,0.19344321
24.0,-0.14262433
21.0,-0.10572679
26.0,-0.102519415
17.0,-0.11509754
12.0,-0.23870617
16.0,-0.07122357
13.0,-0.12496096
24.0,-0.15316227
26.0,-0.15874583
4.0,-0.19544597
17.0,-0.14601694
16.0,-0.08195659
70.0,0.32494783
13.0,-0.124469176
17.0,0.1454376
16.0,-0.004418854
16.0,-0.15382397
13.0,-0.10011699
22.0,-0.012022171
7.0,-0.56890017
12.0,-0.023700893
11.0,-0.39078644
40.0,0.087251894
5.0,-0.3190207
11.0,-0.3769741
35.0,0.20142616
22.0,-0.1043978
11.0,-0.43213442
9.0,-0.16934742
17.0,-0.036852527
24.0,-0.09626972
19.0,-0.08596397
17.0,0.08822713
35.0,0.26983193
24.0,-0.13595268
29.0,-0.020627059
32.0,0.25741056
18.0,0.017605513
17.0,-0.045705143
42.0,-0.015967024
17.0,0.005693623
13.0,-0.14480054
17.0,-0.028879266
13.0,-0.21425529
22.0,-0.11982528
14.0,-0.115787745
14.0,-0.3405197
32.0,0.11772295
22.0,-0.16272186
22.0,0.06375969
16.0,-0.061507225
15.0,0.09945771
22.0,-0.104661934
32.0,0.12675682
17.0,-0.03081887
28.0,-0.14059582
16.0,-0.14630258
22.0,-0.0420697
13.0,-0.15963651
3.0,-0.07192893
26.0,-0.11609781
16.0,-0.17064455
17.0,-0.08064957
22.0,-0.13034312
13.0,-0.10337091
17.0,0.010432033
69.0,0.7078187
13.0,-0.012855073
16.0,-0.071619
12.0,-0.20426115
14.0,-0.1810288
19.0,-0.1593357
7.0,-0.45306593
13.0,-0.10740867
13.0,-0.21600981
17.0,-0.09468804
24.0,-0.11055897
15.0,0.027562354
22.0,0.015228607
22.0,-0.12266913
17.0,-0.010565577
14.0,-0.16422372
29.0,-0.00575349
24.0,-0.10287411
22.0,-0.055154778
21.0,-0.1658328
16.0,0.004661494
12.0,-0.11828925
7.0,-0.5303973
4.0,-0.23329619
22.0,-0.09801608
13.0,-0.2327943
17.0,0.0004721512
12.0,0.02906007
10.0,-0.3463997
20.0,-0.13958368
17.0,0.010346056
47.0,0.12990716
16.0,0.033412207
27.0,0.1922157
17.0,-0.021277018
22.0,-0.07049472
16.0,-0.08708006
20.0,-0.11243458
14.0,-0.24081899
85.0,0.3149661
16.0,-0.05128861
15.0,-0.15231445
14.0,-0.055718463
89.0,0.14595538
17.0,0.020978507
28.0,0.0044102767
7.0,-0.39803472
21.0,-0.10448257
32.0,0.08813129
22.0,-0.07268773
32.0,0.26918426
13.0,-0.24448566
12.0,0.035660338
17.0,0.07618426
17.0,0.009807561
22.0,-0.09814366
14.0,-0.14317422
15.0,-0.07892399
5.0,-0.46399486
91.0,0.47768676
25.0,-0.07360752
12.0,-0.14422275
18.0,0.022295566
30.0,0.09384439
32.0,0.08668369
7.0,-0.5123923
14.0,-0.31615186
7.0,-0.37980446
64.0,0.012077449
4.0,-0.16764607
30.0,-0.0011442233
27.0,0.000377662
38.0,0.024488643
33.0,0.21086107
21.0,-0.15533686
14.0,-0.1264133
17.0,0.10645937
14.0,-0.1237264
4.0,0.16094351
21.0,0.014246768
24.0,-0.10997265
