City,Feature,Feature_value,SHAP_value,used_in_panels
Guangzhou,Fee,0.5,-0.07106699795,"a,j"
Shanghai,Fee,3.5,0.1732685864,"a,j"
Shanghai,Fee,1.5,-0.1389314234,"a,j"
Guangzhou,Fee,5.1,-0.3723039329,"a,j"
Guangzhou,Fee,0.9,-0.01580672339,"a,j"
Shanghai,Fee,0.65,-0.03096183948,"a,j"
Wuhan,Fee,0.8,-0.1304835975,"a,j"
Wuhan,Fee,2.0,0.01416414604,"a,j"
Shanghai,Fee,2.1,-0.1437927634,"a,j"
Shanghai,Fee,6.35,-0.1722156107,"a,j"
Guangzhou,Fee,2.0,-0.1035557538,"a,j"
Shanghai,Fee,2.8,-0.1208442822,"a,j"
Shanghai,Fee,1.1,0.06085037813,"a,j"
Shanghai,Fee,0.8,-0.004838614725,"a,j"
Wuhan,Fee,1.0,-0.09846124798,"a,j"
Wuhan,Fee,3.5,0.1124902219,"a,j"
Beijing,Fee,0.5,0.1762770265,"a,j"
Shanghai,Fee,2.0,0.03676144406,"a,j"
Shanghai,Fee,2.0,-0.05619164929,"a,j"
Shanghai,Fee,1.25,-0.001292568166,"a,j"
Guangzhou,Fee,2.7,-0.137948975,"a,j"
Shanghai,Fee,0.47,0.05515044555,"a,j"
Shanghai,Fee,8.0,-0.4387928545,"a,j"
Shanghai,Fee,0.8,-0.1009994075,"a,j"
Beijing,Fee,2.52,0.224266693,"a,j"
Shanghai,Fee,2.2,0.0576419346,"a,j"
Beijing,Fee,2.28,-0.1496615708,"a,j"
Wuhan,Fee,0.7,-0.1616921872,"a,j"
Guangzhou,Fee,1.2,-0.04009946063,"a,j"
Guangzhou,Fee,3.0,-0.08976622671,"a,j"
Shanghai,Fee,1.7,-0.04923752323,"a,j"
Shanghai,Fee,0.5,-0.007833220996,"a,j"
Shanghai,Fee,0.9,-0.0250720717,"a,j"
Wuhan,Fee,0.5,0.01200698037,"a,j"
Wuhan,Fee,1.0,-0.08325271308,"a,j"
Wuhan,Fee,0.7,-0.1640728116,"a,j"
Beijing,Fee,1.0,-0.1476556659,"a,j"
Shanghai,Fee,1.5,-0.1362327188,"a,j"
Wuhan,Fee,0.3,-0.1881469786,"a,j"
Shanghai,Fee,1.1,0.1390452981,"a,j"
Shanghai,Fee,0.5,0.02583408542,"a,j"
Wuhan,Fee,0.6,0.06739073992,"a,j"
Shanghai,Fee,1.41,-0.03749618679,"a,j"
Shanghai,Fee,6.0,-0.4012758732,"a,j"
Shanghai,Fee,0.6,-0.01463632658,"a,j"
Shanghai,Fee,1.8,-0.06165774912,"a,j"
Wuhan,Fee,3.5,0.1051942855,"a,j"
Wuhan,Fee,1.8,-0.07382909954,"a,j"
Wuhan,Fee,2.0,-0.1552948058,"a,j"
Shanghai,Fee,0.85,-0.1177665889,"a,j"
Shanghai,Fee,0.9,-0.01721708663,"a,j"
Shanghai,Fee,1.5,-0.1358607411,"a,j"
Shanghai,Fee,2.0,-0.03091593832,"a,j"
